layer,dep_name,prov_name,type,download_path
PUNO,PUNO,EL COLLAO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_el_collao_simplified.gpkg
PUNO,PUNO,HUANCANE,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_huancane.gpkg
PUNO,PUNO,HUANCANE,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_huancane_simplified.gpkg
PUNO,PUNO,LAMPA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_lampa.gpkg
PUNO,PUNO,LAMPA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_lampa_simplified.gpkg
PUNO,PUNO,MELGAR,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_melgar.gpkg
PUNO,PUNO,MELGAR,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_melgar_simplified.gpkg
PUNO,PUNO,MOHO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_moho.gpkg
PUNO,PUNO,MOHO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_moho_simplified.gpkg
PUNO,PUNO,PUNO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_puno.gpkg
PUNO,PUNO,PUNO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_puno_simplified.gpkg
PUNO,PUNO,SAN ANTONIO DE PUTINA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_san_antonio_de_putina.gpkg
PUNO,PUNO,SAN ANTONIO DE PUTINA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_san_antonio_de_putina_simplified.gpkg
PUNO,PUNO,SAN ROMAN,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_san_roman.gpkg
PUNO,PUNO,SAN ROMAN,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_san_roman_simplified.gpkg
PUNO,PUNO,SANDIA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_sandia.gpkg
PUNO,PUNO,SANDIA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_sandia_simplified.gpkg
PUNO,PUNO,YUNGUYO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_yunguyo.gpkg
PUNO,PUNO,YUNGUYO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_yunguyo_simplified.gpkg
SAN MARTIN,SAN MARTIN,BELLAVISTA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/san_martin_bellavista.gpkg
SAN MARTIN,SAN MARTIN,BELLAVISTA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/san_martin_bellavista_simplified.gpkg
SAN MARTIN,SAN MARTIN,EL DORADO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/san_martin_el_dorado.gpkg
SAN MARTIN,SAN MARTIN,EL DORADO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/san_martin_el_dorado_simplified.gpkg
SAN MARTIN,SAN MARTIN,HUALLAGA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/san_martin_huallaga.gpkg
SAN MARTIN,SAN MARTIN,HUALLAGA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/san_martin_huallaga_simplified.gpkg
SAN MARTIN,SAN MARTIN,LAMAS,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/san_martin_lamas.gpkg
SAN MARTIN,SAN MARTIN,LAMAS,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/san_martin_lamas_simplified.gpkg
SAN MARTIN,SAN MARTIN,MARISCAL CACERES,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/san_martin_mariscal_caceres.gpkg
SAN MARTIN,SAN MARTIN,MARISCAL CACERES,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/san_martin_mariscal_caceres_simplified.gpkg
SAN MARTIN,SAN MARTIN,MOYOBAMBA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/san_martin_moyobamba.gpkg
SAN MARTIN,SAN MARTIN,MOYOBAMBA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/san_martin_moyobamba_simplified.gpkg
SAN MARTIN,SAN MARTIN,PICOTA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/san_martin_picota.gpkg
SAN MARTIN,SAN MARTIN,PICOTA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/san_martin_picota_simplified.gpkg
SAN MARTIN,SAN MARTIN,RIOJA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/san_martin_rioja.gpkg
SAN MARTIN,SAN MARTIN,RIOJA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/san_martin_rioja_simplified.gpkg
SAN MARTIN,SAN MARTIN,SAN MARTIN,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/san_martin_san_martin.gpkg
SAN MARTIN,SAN MARTIN,SAN MARTIN,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/san_martin_san_martin_simplified.gpkg
SAN MARTIN,SAN MARTIN,TOCACHE,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/san_martin_tocache.gpkg
SAN MARTIN,SAN MARTIN,TOCACHE,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/san_martin_tocache_simplified.gpkg
TACNA,TACNA,CANDARAVE,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/tacna_candarave.gpkg
TACNA,TACNA,CANDARAVE,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/tacna_candarave_simplified.gpkg
TACNA,TACNA,JORGE BASADRE,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/tacna_jorge_basadre.gpkg
TACNA,TACNA,JORGE BASADRE,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/tacna_jorge_basadre_simplified.gpkg
TACNA,TACNA,TACNA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/tacna_tacna.gpkg
TACNA,TACNA,TACNA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/tacna_tacna_simplified.gpkg
TACNA,TACNA,TARATA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/tacna_tarata.gpkg
TACNA,TACNA,TARATA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/tacna_tarata_simplified.gpkg
TUMBES,TUMBES,CONTRALMIRANTE VILLAR,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/tumbes_contralmirante_villar.gpkg
TUMBES,TUMBES,CONTRALMIRANTE VILLAR,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/tumbes_contralmirante_villar_simplified.gpkg
TUMBES,TUMBES,TUMBES,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/tumbes_tumbes.gpkg
TUMBES,TUMBES,TUMBES,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/tumbes_tumbes_simplified.gpkg
TUMBES,TUMBES,ZARUMILLA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/tumbes_zarumilla.gpkg
TUMBES,TUMBES,ZARUMILLA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/tumbes_zarumilla_simplified.gpkg
UCAYALI,UCAYALI,ATALAYA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/ucayali_atalaya.gpkg
UCAYALI,UCAYALI,ATALAYA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/ucayali_atalaya_simplified.gpkg
UCAYALI,UCAYALI,CORONEL PORTILLO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/ucayali_coronel_portillo.gpkg
UCAYALI,UCAYALI,CORONEL PORTILLO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/ucayali_coronel_portillo_simplified.gpkg
UCAYALI,UCAYALI,PADRE ABAD,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/ucayali_padre_abad.gpkg
UCAYALI,UCAYALI,PADRE ABAD,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/ucayali_padre_abad_simplified.gpkg
UCAYALI,UCAYALI,PURUS,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/ucayali_purus.gpkg
UCAYALI,UCAYALI,PURUS,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/ucayali_purus_simplified.gpkg
nill,NA,nill,complete,https://github.com/PaulESantos/perugeopkg/raw/master/nacional/peru.gpkg
nill,NA,nill,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/nacional/peru_simplified.gpkg
