layer,dep_name,prov_name,type,download_path
CUSCO,CUSCO,CALCA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/cusco_calca_simplified.gpkg
CUSCO,CUSCO,CANAS,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/cusco_canas.gpkg
CUSCO,CUSCO,CANAS,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/cusco_canas_simplified.gpkg
CUSCO,CUSCO,CANCHIS,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/cusco_canchis.gpkg
CUSCO,CUSCO,CANCHIS,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/cusco_canchis_simplified.gpkg
CUSCO,CUSCO,CHUMBIVILCAS,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/cusco_chumbivilcas.gpkg
CUSCO,CUSCO,CHUMBIVILCAS,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/cusco_chumbivilcas_simplified.gpkg
CUSCO,CUSCO,CUSCO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/cusco_cusco.gpkg
CUSCO,CUSCO,CUSCO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/cusco_cusco_simplified.gpkg
CUSCO,CUSCO,ESPINAR,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/cusco_espinar.gpkg
CUSCO,CUSCO,ESPINAR,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/cusco_espinar_simplified.gpkg
CUSCO,CUSCO,LA CONVENCION,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/cusco_la_convencion.gpkg
CUSCO,CUSCO,LA CONVENCION,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/cusco_la_convencion_simplified.gpkg
CUSCO,CUSCO,PARURO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/cusco_paruro.gpkg
CUSCO,CUSCO,PARURO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/cusco_paruro_simplified.gpkg
CUSCO,CUSCO,PAUCARTAMBO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/cusco_paucartambo.gpkg
CUSCO,CUSCO,PAUCARTAMBO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/cusco_paucartambo_simplified.gpkg
CUSCO,CUSCO,QUISPICANCHI,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/cusco_quispicanchi.gpkg
CUSCO,CUSCO,QUISPICANCHI,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/cusco_quispicanchi_simplified.gpkg
CUSCO,CUSCO,URUBAMBA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/cusco_urubamba.gpkg
CUSCO,CUSCO,URUBAMBA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/cusco_urubamba_simplified.gpkg
HUANCAVELICA,HUANCAVELICA,ACOBAMBA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huancavelica_acobamba.gpkg
HUANCAVELICA,HUANCAVELICA,ACOBAMBA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huancavelica_acobamba_simplified.gpkg
HUANCAVELICA,HUANCAVELICA,ANGARAES,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huancavelica_angaraes.gpkg
HUANCAVELICA,HUANCAVELICA,ANGARAES,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huancavelica_angaraes_simplified.gpkg
HUANCAVELICA,HUANCAVELICA,CASTROVIRREYNA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huancavelica_castrovirreyna.gpkg
HUANCAVELICA,HUANCAVELICA,CASTROVIRREYNA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huancavelica_castrovirreyna_simplified.gpkg
HUANCAVELICA,HUANCAVELICA,CHURCAMPA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huancavelica_churcampa.gpkg
HUANCAVELICA,HUANCAVELICA,CHURCAMPA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huancavelica_churcampa_simplified.gpkg
HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huancavelica_huancavelica.gpkg
HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huancavelica_huancavelica_simplified.gpkg
HUANCAVELICA,HUANCAVELICA,HUAYTARA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huancavelica_huaytara.gpkg
HUANCAVELICA,HUANCAVELICA,HUAYTARA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huancavelica_huaytara_simplified.gpkg
HUANCAVELICA,HUANCAVELICA,TAYACAJA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huancavelica_tayacaja.gpkg
HUANCAVELICA,HUANCAVELICA,TAYACAJA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huancavelica_tayacaja_simplified.gpkg
HUANUCO,HUANUCO,AMBO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huanuco_ambo.gpkg
HUANUCO,HUANUCO,AMBO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huanuco_ambo_simplified.gpkg
HUANUCO,HUANUCO,DOS DE MAYO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huanuco_dos_de_mayo.gpkg
HUANUCO,HUANUCO,DOS DE MAYO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huanuco_dos_de_mayo_simplified.gpkg
HUANUCO,HUANUCO,HUACAYBAMBA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huanuco_huacaybamba.gpkg
HUANUCO,HUANUCO,HUACAYBAMBA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huanuco_huacaybamba_simplified.gpkg
HUANUCO,HUANUCO,HUAMALIES,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huanuco_huamalies.gpkg
HUANUCO,HUANUCO,HUAMALIES,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huanuco_huamalies_simplified.gpkg
HUANUCO,HUANUCO,HUANUCO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huanuco_huanuco.gpkg
HUANUCO,HUANUCO,HUANUCO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huanuco_huanuco_simplified.gpkg
HUANUCO,HUANUCO,LAURICOCHA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huanuco_lauricocha.gpkg
HUANUCO,HUANUCO,LAURICOCHA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huanuco_lauricocha_simplified.gpkg
HUANUCO,HUANUCO,LEONCIO PRADO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huanuco_leoncio_prado.gpkg
HUANUCO,HUANUCO,LEONCIO PRADO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huanuco_leoncio_prado_simplified.gpkg
HUANUCO,HUANUCO,MARAÑON,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huanuco_marañon.gpkg
HUANUCO,HUANUCO,MARAÑON,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huanuco_marañon_simplified.gpkg
HUANUCO,HUANUCO,PACHITEA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huanuco_pachitea.gpkg
HUANUCO,HUANUCO,PACHITEA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huanuco_pachitea_simplified.gpkg
HUANUCO,HUANUCO,PUERTO INCA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huanuco_puerto_inca.gpkg
HUANUCO,HUANUCO,PUERTO INCA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huanuco_puerto_inca_simplified.gpkg
HUANUCO,HUANUCO,YAROWILCA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huanuco_yarowilca.gpkg
HUANUCO,HUANUCO,YAROWILCA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/huanuco_yarowilca_simplified.gpkg
ICA,ICA,CHINCHA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/ica_chincha.gpkg
ICA,ICA,CHINCHA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/ica_chincha_simplified.gpkg
ICA,ICA,ICA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/ica_ica.gpkg
ICA,ICA,ICA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/ica_ica_simplified.gpkg
ICA,ICA,NASCA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/ica_nasca.gpkg
ICA,ICA,NASCA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/ica_nasca_simplified.gpkg
ICA,ICA,PALPA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/ica_palpa.gpkg
ICA,ICA,PALPA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/ica_palpa_simplified.gpkg
ICA,ICA,PISCO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/ica_pisco.gpkg
ICA,ICA,PISCO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/ica_pisco_simplified.gpkg
JUNIN,JUNIN,CHANCHAMAYO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/junin_chanchamayo.gpkg
JUNIN,JUNIN,CHANCHAMAYO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/junin_chanchamayo_simplified.gpkg
JUNIN,JUNIN,CHUPACA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/junin_chupaca.gpkg
JUNIN,JUNIN,CHUPACA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/junin_chupaca_simplified.gpkg
JUNIN,JUNIN,CONCEPCION,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/junin_concepcion.gpkg
JUNIN,JUNIN,CONCEPCION,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/junin_concepcion_simplified.gpkg
JUNIN,JUNIN,HUANCAYO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/junin_huancayo.gpkg
JUNIN,JUNIN,HUANCAYO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/junin_huancayo_simplified.gpkg
JUNIN,JUNIN,JAUJA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/junin_jauja.gpkg
JUNIN,JUNIN,JAUJA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/junin_jauja_simplified.gpkg
JUNIN,JUNIN,JUNIN,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/junin_junin.gpkg
JUNIN,JUNIN,JUNIN,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/junin_junin_simplified.gpkg
JUNIN,JUNIN,SATIPO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/junin_satipo.gpkg
JUNIN,JUNIN,SATIPO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/junin_satipo_simplified.gpkg
JUNIN,JUNIN,TARMA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/junin_tarma.gpkg
JUNIN,JUNIN,TARMA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/junin_tarma_simplified.gpkg
JUNIN,JUNIN,YAULI,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/junin_yauli.gpkg
JUNIN,JUNIN,YAULI,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/junin_yauli_simplified.gpkg
LA LIBERTAD,LA LIBERTAD,ASCOPE,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_ascope.gpkg
LA LIBERTAD,LA LIBERTAD,ASCOPE,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_ascope_simplified.gpkg
LA LIBERTAD,LA LIBERTAD,BOLIVAR,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_bolivar.gpkg
LA LIBERTAD,LA LIBERTAD,BOLIVAR,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_bolivar_simplified.gpkg
LA LIBERTAD,LA LIBERTAD,CHEPEN,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_chepen.gpkg
LA LIBERTAD,LA LIBERTAD,CHEPEN,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_chepen_simplified.gpkg
LA LIBERTAD,LA LIBERTAD,GRAN CHIMU,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_gran_chimu.gpkg
LA LIBERTAD,LA LIBERTAD,GRAN CHIMU,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_gran_chimu_simplified.gpkg
LA LIBERTAD,LA LIBERTAD,JULCAN,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_julcan.gpkg
LA LIBERTAD,LA LIBERTAD,JULCAN,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_julcan_simplified.gpkg
LA LIBERTAD,LA LIBERTAD,OTUZCO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_otuzco.gpkg
LA LIBERTAD,LA LIBERTAD,OTUZCO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_otuzco_simplified.gpkg
LA LIBERTAD,LA LIBERTAD,PACASMAYO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_pacasmayo.gpkg
LA LIBERTAD,LA LIBERTAD,PACASMAYO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_pacasmayo_simplified.gpkg
LA LIBERTAD,LA LIBERTAD,PATAZ,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_pataz.gpkg
LA LIBERTAD,LA LIBERTAD,PATAZ,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_pataz_simplified.gpkg
LA LIBERTAD,LA LIBERTAD,SANCHEZ CARRION,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_sanchez_carrion.gpkg
LA LIBERTAD,LA LIBERTAD,SANCHEZ CARRION,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_sanchez_carrion_simplified.gpkg
LA LIBERTAD,LA LIBERTAD,SANTIAGO DE CHUCO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_santiago_de_chuco.gpkg
LA LIBERTAD,LA LIBERTAD,SANTIAGO DE CHUCO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_santiago_de_chuco_simplified.gpkg
LA LIBERTAD,LA LIBERTAD,TRUJILLO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_trujillo.gpkg
LA LIBERTAD,LA LIBERTAD,TRUJILLO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_trujillo_simplified.gpkg
LA LIBERTAD,LA LIBERTAD,VIRU,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_viru.gpkg
LA LIBERTAD,LA LIBERTAD,VIRU,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/la_libertad_viru_simplified.gpkg
LAMBAYEQUE,LAMBAYEQUE,CHICLAYO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lambayeque_chiclayo.gpkg
LAMBAYEQUE,LAMBAYEQUE,CHICLAYO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lambayeque_chiclayo_simplified.gpkg
LAMBAYEQUE,LAMBAYEQUE,FERREÑAFE,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lambayeque_ferreñafe.gpkg
LAMBAYEQUE,LAMBAYEQUE,FERREÑAFE,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lambayeque_ferreñafe_simplified.gpkg
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lambayeque_lambayeque.gpkg
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lambayeque_lambayeque_simplified.gpkg
LIMA,LIMA,BARRANCA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lima_barranca.gpkg
LIMA,LIMA,BARRANCA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lima_barranca_simplified.gpkg
LIMA,LIMA,CAJATAMBO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lima_cajatambo.gpkg
LIMA,LIMA,CAJATAMBO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lima_cajatambo_simplified.gpkg
LIMA,LIMA,CANTA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lima_canta.gpkg
LIMA,LIMA,CANTA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lima_canta_simplified.gpkg
LIMA,LIMA,CAÑETE,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lima_cañete.gpkg
LIMA,LIMA,CAÑETE,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lima_cañete_simplified.gpkg
LIMA,LIMA,HUARAL,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lima_huaral.gpkg
LIMA,LIMA,HUARAL,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lima_huaral_simplified.gpkg
LIMA,LIMA,HUAROCHIRI,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lima_huarochiri.gpkg
LIMA,LIMA,HUAROCHIRI,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lima_huarochiri_simplified.gpkg
LIMA,LIMA,HUAURA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lima_huaura.gpkg
LIMA,LIMA,HUAURA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lima_huaura_simplified.gpkg
LIMA,LIMA,LIMA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lima_lima.gpkg
LIMA,LIMA,LIMA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lima_lima_simplified.gpkg
LIMA,LIMA,OYON,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lima_oyon.gpkg
LIMA,LIMA,OYON,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lima_oyon_simplified.gpkg
LIMA,LIMA,YAUYOS,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lima_yauyos.gpkg
LIMA,LIMA,YAUYOS,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/lima_yauyos_simplified.gpkg
LORETO,LORETO,ALTO AMAZONAS,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/loreto_alto_amazonas.gpkg
LORETO,LORETO,ALTO AMAZONAS,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/loreto_alto_amazonas_simplified.gpkg
LORETO,LORETO,DATEM DEL MARAÑON,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/loreto_datem_del_marañon.gpkg
LORETO,LORETO,DATEM DEL MARAÑON,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/loreto_datem_del_marañon_simplified.gpkg
LORETO,LORETO,LORETO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/loreto_loreto.gpkg
LORETO,LORETO,LORETO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/loreto_loreto_simplified.gpkg
LORETO,LORETO,MARISCAL RAMON CASTILLA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/loreto_mariscal_ramon_castilla.gpkg
LORETO,LORETO,MARISCAL RAMON CASTILLA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/loreto_mariscal_ramon_castilla_simplified.gpkg
LORETO,LORETO,MAYNAS,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/loreto_maynas.gpkg
LORETO,LORETO,MAYNAS,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/loreto_maynas_simplified.gpkg
LORETO,LORETO,PUTUMAYO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/loreto_putumayo.gpkg
LORETO,LORETO,PUTUMAYO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/loreto_putumayo_simplified.gpkg
LORETO,LORETO,REQUENA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/loreto_requena.gpkg
LORETO,LORETO,REQUENA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/loreto_requena_simplified.gpkg
LORETO,LORETO,UCAYALI,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/loreto_ucayali.gpkg
LORETO,LORETO,UCAYALI,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/loreto_ucayali_simplified.gpkg
MADRE DE DIOS,MADRE DE DIOS,MANU,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/madre_de_dios_manu.gpkg
MADRE DE DIOS,MADRE DE DIOS,MANU,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/madre_de_dios_manu_simplified.gpkg
MADRE DE DIOS,MADRE DE DIOS,TAHUAMANU,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/madre_de_dios_tahuamanu.gpkg
MADRE DE DIOS,MADRE DE DIOS,TAHUAMANU,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/madre_de_dios_tahuamanu_simplified.gpkg
MADRE DE DIOS,MADRE DE DIOS,TAMBOPATA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/madre_de_dios_tambopata.gpkg
MADRE DE DIOS,MADRE DE DIOS,TAMBOPATA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/madre_de_dios_tambopata_simplified.gpkg
MOQUEGUA,MOQUEGUA,GENERAL SANCHEZ CERRO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/moquegua_general_sanchez_cerro.gpkg
MOQUEGUA,MOQUEGUA,GENERAL SANCHEZ CERRO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/moquegua_general_sanchez_cerro_simplified.gpkg
MOQUEGUA,MOQUEGUA,ILO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/moquegua_ilo.gpkg
MOQUEGUA,MOQUEGUA,ILO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/moquegua_ilo_simplified.gpkg
MOQUEGUA,MOQUEGUA,MARISCAL NIETO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/moquegua_mariscal_nieto.gpkg
MOQUEGUA,MOQUEGUA,MARISCAL NIETO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/moquegua_mariscal_nieto_simplified.gpkg
PASCO,PASCO,DANIEL ALCIDES CARRION,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/pasco_daniel_alcides_carrion.gpkg
PASCO,PASCO,DANIEL ALCIDES CARRION,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/pasco_daniel_alcides_carrion_simplified.gpkg
PASCO,PASCO,OXAPAMPA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/pasco_oxapampa.gpkg
PASCO,PASCO,OXAPAMPA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/pasco_oxapampa_simplified.gpkg
PASCO,PASCO,PASCO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/pasco_pasco.gpkg
PASCO,PASCO,PASCO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/pasco_pasco_simplified.gpkg
PIURA,PIURA,AYABACA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/piura_ayabaca.gpkg
PIURA,PIURA,AYABACA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/piura_ayabaca_simplified.gpkg
PIURA,PIURA,HUANCABAMBA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/piura_huancabamba.gpkg
PIURA,PIURA,HUANCABAMBA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/piura_huancabamba_simplified.gpkg
PIURA,PIURA,MORROPON,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/piura_morropon.gpkg
PIURA,PIURA,MORROPON,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/piura_morropon_simplified.gpkg
PIURA,PIURA,PAITA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/piura_paita.gpkg
PIURA,PIURA,PAITA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/piura_paita_simplified.gpkg
PIURA,PIURA,PIURA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/piura_piura.gpkg
PIURA,PIURA,PIURA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/piura_piura_simplified.gpkg
PIURA,PIURA,SECHURA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/piura_sechura.gpkg
PIURA,PIURA,SECHURA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/piura_sechura_simplified.gpkg
PIURA,PIURA,SULLANA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/piura_sullana.gpkg
PIURA,PIURA,SULLANA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/piura_sullana_simplified.gpkg
PIURA,PIURA,TALARA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/piura_talara.gpkg
PIURA,PIURA,TALARA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/piura_talara_simplified.gpkg
PUNO,PUNO,AZANGARO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_azangaro.gpkg
PUNO,PUNO,AZANGARO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_azangaro_simplified.gpkg
PUNO,PUNO,CARABAYA,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_carabaya.gpkg
PUNO,PUNO,CARABAYA,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_carabaya_simplified.gpkg
PUNO,PUNO,CHUCUITO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_chucuito.gpkg
PUNO,PUNO,CHUCUITO,simplified,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_chucuito_simplified.gpkg
PUNO,PUNO,EL COLLAO,complete,https://github.com/PaulESantos/perugeopkg/raw/master/geo/prov/puno_el_collao.gpkg
