anp_nombre,anp_categoria,download_path
CERROS DE AMOTAPE,Parque Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/pn_cerros_de_amotape.gpkg
CORDILLERA AZUL,Parque Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/pn_cordillera_azul.gpkg
CUTERVO,Parque Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/pn_cutervo.gpkg
GUEPPI SEKIME,Parque Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/pn_güeppí_sekime.gpkg
HUASCARAN,Parque Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/pn_huascarán.gpkg
ICHIGKAT MUJA CORDILLERA DEL CONDOR,Parque Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/pn_ichigkat_muja_cordillera_del_cóndor.gpkg
MANU,Parque Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/pn_manu.gpkg
OTISHI,Parque Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/pn_otishi.gpkg
RIO ABISEO,Parque Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/pn_río_abiseo.gpkg
SIERRA DEL DIVISOR,Parque Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/pn_sierra_del_divisor.gpkg
TINGO MARIA,Parque Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/pn_tingo_maría.gpkg
YAGUAS,Parque Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/pn_yaguas.gpkg
YANACHAGA CHEMILLEN,Parque Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/pn_yanachaga_chemillén.gpkg
AIRO PAI,Reserva Comunal,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rc_airo_pai.gpkg
AMARAKAERI,Reserva Comunal,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rc_amarakaeri.gpkg
ASHANINKA,Reserva Comunal,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rc_ashaninka.gpkg
CHAYU NAIN,Reserva Comunal,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rc_chayu_naín.gpkg
EL SIRA,Reserva Comunal,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rc_el_sira.gpkg
HUIMEKI,Reserva Comunal,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rc_huimeki.gpkg
MACHIGUENGA,Reserva Comunal,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rc_machiguenga.gpkg
PURUS,Reserva Comunal,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rc_purús.gpkg
TUNTANAIN,Reserva Comunal,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rc_tuntanain.gpkg
YANESHA,Reserva Comunal,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rc_yanesha.gpkg
ALLPAHUAYO MISHANA,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_allpahuayo_mishana.gpkg
CALIPUY,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_calipuy.gpkg
DORSAL DE NASCA,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_dorsal_de_nasca.gpkg
ILLESCAS,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_illescas.gpkg
ISLA ASIA,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_isla_asia.gpkg
ISLA BALLESTAS NORTE CENTRO Y SUR,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_isla_ballestas_norte_centro_y_sur.gpkg
ISLA CHAO,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_isla_chao.gpkg
ISLA CHINCHA NORTE CENTRO Y SUR,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_isla_chincha_norte_centro_y_sur.gpkg
ISLA LOBOS DE TIERRA,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_isla_lobos_de_tierra.gpkg
ISLA SANTA,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_isla_santa.gpkg
ISLAS CAVINZAS E ISLOTES PALOMINOS,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_islas_cavinzas_e_islotes_palominos.gpkg
ISLAS GUANAPE NORTE Y GUANAPE SUR,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_islas_guañape_norte_y_guañape_sur.gpkg
ISLAS LOBOS DE AFUERA,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_islas_lobos_de_afuera.gpkg
ISLAS MACABI,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_islas_macabí.gpkg
ISLAS PACHACAMAC,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_islas_pachacamac.gpkg
ISLOTE CORCOVADO,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_islote_corcovado.gpkg
ISLOTE DON MARTIN,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_islote_don_martín.gpkg
ISLOTE GRUPO DE PESCADORES,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_islote_grupo_de_pescadores.gpkg
JUNIN,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_junín.gpkg
LACHAY,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_lachay.gpkg
MATSES,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_matsés.gpkg
PACAYA SAMIRIA,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_pacaya_samiria.gpkg
PAMPA GALERAS BARBARA DACHILLE,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_pampa_galeras_barbara_dachille.gpkg
PARACAS,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_paracas.gpkg
PUCACURO,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_pucacuro.gpkg
PUNTA ATICO,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_punta_atico.gpkg
PUNTA COLES,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_punta_coles.gpkg
PUNTA COLORADO,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_punta_colorado.gpkg
PUNTA CULEBRAS,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_punta_culebras.gpkg
PUNTA HORNILLOS,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_punta_hornillos.gpkg
PUNTA LA CHIRA,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_punta_la_chira.gpkg
PUNTA LA LITERA,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_punta_la_litera.gpkg
PUNTA LOMAS,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_punta_lomas.gpkg
PUNTA LOMITAS,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_punta_lomitas.gpkg
PUNTA SALINAS ISLA HUAMPANU E ISLA MAZORCA,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_punta_salinas_isla_huampanú_e_isla_mazorca.gpkg
PUNTA SAN JUAN,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_punta_san_juan.gpkg
SALINAS Y AGUADA BLANCA,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_salinas_y_aguada_blanca.gpkg
SAN FERNANDO,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_san_fernando.gpkg
TAMBOPATA,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_tambopata.gpkg
TITICACA,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_titicaca.gpkg
TUMBES,Reserva Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rn_tumbes.gpkg
NOR YAUYOS COCHAS,Reserva Paisajistica,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rp_nor_yauyos_cochas.gpkg
SUBCUENCA DEL COTAHUASI,Reserva Paisajistica,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rp_subcuenca_del_cotahuasi.gpkg
BOSQUES NUBLADOS DE UDIMA,Refugio de Vida Silvestre,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rvs_bosques_nublados_de_udima.gpkg
LAQUIPAMPA,Refugio de Vida Silvestre,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rvs_laquipampa.gpkg
LOS PANTANOS DE VILLA,Refugio de Vida Silvestre,https://github.com/PaulESantos/perugeopkg/raw/master/anp/rvs_los_pantanos_de_villa.gpkg
BOSQUE DE POMAC,Santuario Histórico,https://github.com/PaulESantos/perugeopkg/raw/master/anp/sh_bosque_de_pomac.gpkg
CHACAMARCA,Santuario Histórico,https://github.com/PaulESantos/perugeopkg/raw/master/anp/sh_chacamarca.gpkg
MACHUPICCHU,Santuario Histórico,https://github.com/PaulESantos/perugeopkg/raw/master/anp/sh_machupicchu.gpkg
PAMPA DE AYACUCHO,Santuario Histórico,https://github.com/PaulESantos/perugeopkg/raw/master/anp/sh_pampa_de_ayacucho.gpkg
AMPAY,Santuario Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/sn_ampay.gpkg
CALIPUY,Santuario Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/sn_calipuy.gpkg
CORDILLERA DE COLAN,Santuario Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/sn_cordillera_de_colán.gpkg
HUAYLLAY,Santuario Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/sn_huayllay.gpkg
LAGUNAS DE MEJIA,Santuario Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/sn_lagunas_de_mejía.gpkg
MANGLARES DE TUMBES,Santuario Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/sn_los_manglares_de_tumbes.gpkg
MEGANTONI,Santuario Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/sn_megantoni.gpkg
PAMPA HERMOSA,Santuario Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/sn_pampa_hermosa.gpkg
TABACONAS NAMBALLE,Santuario Nacional,https://github.com/PaulESantos/perugeopkg/raw/master/anp/sn_tabaconas_namballe.gpkg
ANCON,Zona Reservada,https://github.com/PaulESantos/perugeopkg/raw/master/anp/zr_ancon.gpkg
BOSQUE DE ZARATE,Zona Reservada,https://github.com/PaulESantos/perugeopkg/raw/master/anp/zr_bosque_de_zarate.gpkg
CHANCAYBANOS,Zona Reservada,https://github.com/PaulESantos/perugeopkg/raw/master/anp/zr_chancaybanos.gpkg
CORDILLERA HUAYHUASH,Zona Reservada,https://github.com/PaulESantos/perugeopkg/raw/master/anp/zr_cordillera_huayhuash.gpkg
RESERVA PAISAJISTICA CERRO KHAPIA,Zona Reservada,https://github.com/PaulESantos/perugeopkg/raw/master/anp/zr_reserva_paisajistica_cerro_khapia.gpkg
RIO NIEVA,Zona Reservada,https://github.com/PaulESantos/perugeopkg/raw/master/anp/zr_rio_nieva.gpkg
SANTIAGO COMAINA,Zona Reservada,https://github.com/PaulESantos/perugeopkg/raw/master/anp/zr_santiago_comaina.gpkg
SIERRA DEL DIVISOR,Zona Reservada,https://github.com/PaulESantos/perugeopkg/raw/master/anp/zr_sierra_del_divisor.gpkg
